smallest so far: (474883, 1.002946220389957)
new smallest: (783169, 1.0022690159662961)

palindrome totients:

(371682, 123876, True, 3.0004359197907586)
(371922, 123972, True, 3.0000483980253607)
(384109, 349180, True, 1.1000315023769975)
(384210, 102384, True, 3.7526371308016877)
(388140, 103488, True, 3.7505797773654916)
(400399, 399040, True, 1.00340567361668)
(400832, 200384, True, 2.0003193867773876)
(400993, 399040, True, 1.004894246190858)
(401184, 114048, True, 3.5176767676767677)
(404136, 134640, True, 3.001604278074866)
(409687, 407896, True, 1.0043908251122835)
(410124, 114240, True, 3.5900210084033612)
(410252, 205124, True, 2.000019500399758)
(410322, 124320, True, 3.300530888030888)
(410328, 132480, True, 3.097282608695652)
(410490, 109440, True, 3.7508223684210527)
(410940, 109440, True, 3.754934210526316)
(411726, 117624, True, 3.5003570699857174)
(412380, 104832, True, 3.9337225274725274)
(413172, 131472, True, 3.1426615553121575)
(415638, 134568, True, 3.0886837881219904)
(417834, 137448, True, 3.0399423782084862)
(418194, 119448, True, 3.5010548523206753)
(421052, 210524, True, 2.000019000209002)
(428814, 142884, True, 3.0011337868480727)
(429192, 142992, True, 3.001510574018127)
(430218, 138240, True, 3.112109375)
(431485, 345184, True, 1.2500144850282748)
(431586, 143856, True, 3.000125125125125)
(432405, 230544, True, 1.8755855715178014)
(434916, 144936, True, 3.0007451564828616)
(440413, 434140, True, 1.0144492560003686)
(441670, 170464, True, 2.5909869532569925)
(441768, 144768, True, 3.051558355437666)
(442881, 288144, True, 1.537012743628186)
(444018, 144480, True, 3.0732142857142857)
(449467, 447496, True, 1.0044045086436526)
(449712, 149472, True, 3.008670520231214)
(451302, 150432, True, 3.0000398851308234)
(452203, 432520, True, 1.0455077221862572)
(456903, 304596, True, 1.5000295473348304)
(458712, 145728, True, 3.147727272727273)
(461754, 144576, True, 3.1938496015936253)
(461780, 167840, True, 2.751310772163966)
(462285, 246528, True, 1.875182535046729)
(462609, 264096, True, 1.7516698473282444)
(474883, 473488, True, 1.002946220389957)
(480231, 320148, True, 1.5000281119982009)
(480249, 249480, True, 1.925)
(481230, 128304, True, 3.7507014590347922)
(483605, 385640, True, 1.2540322580645162)
(490110, 119040, True, 4.1171875)
(496208, 248096, True, 2.0000644911647103)
(498208, 249088, True, 2.0001284686536485)
(500218, 250108, True, 2.0000079965454924)
(500824, 250408, True, 2.000031947861091)
(501642, 156240, True, 3.210714285714286)
(502126, 251062, True, 2.000007966159753)
(502198, 251098, True, 2.0000079650176423)
(504601, 501604, True, 1.005974832736581)
(504603, 305640, True, 1.6509717314487633)
(510948, 159408, True, 3.2052845528455283)
(512636, 256316, True, 2.0000156057366687)
(514323, 334152, True, 1.5391887524240466)
(517023, 317520, True, 1.6283163265306122)
(517722, 172572, True, 3.0000347680967945)
(525121, 521152, True, 1.0076158203364853)
(526312, 263152, True, 2.0000304006809753)
(529443, 352944, True, 1.500076499388005)
(534621, 356412, True, 1.5000084172250092)
(534663, 356436, True, 1.50002524997475)
(535761, 357156, True, 1.5000755972180224)
(538641, 354816, True, 1.5180854301948052)
(539697, 359796, True, 1.500008338058233)
(539967, 359976, True, 1.5000083338889258)
(544435, 435544, True, 1.2500114798964055)
(563814, 183456, True, 3.0732927786499213)
(564102, 142560, True, 3.9569444444444444)
(567873, 378576, True, 1.5000237732978319)
(568377, 378756, True, 1.5006415739948673)
(569397, 379596, True, 1.500007903139127)
(571443, 375144, True, 1.5232630669822789)
(571986, 185976, True, 3.0755903987611304)
(573012, 173520, True, 3.3022821576763484)
(574803, 375840, True, 1.529382183908046)
(579067, 577096, True, 1.0034153762978777)
(582109, 529180, True, 1.100020786877811)
(584379, 375984, True, 1.5542656070471084)
(590623, 536920, True, 1.1000204872234225)
(598914, 199584, True, 3.000811688311688)
(599002, 299500, True, 2.000006677796327)
(599902, 299950, True, 2.000006667777963)
(600102, 200016, True, 3.000269978401728)
(600639, 369600, True, 1.6251055194805195)
(601320, 160320, True, 3.750748502994012)
(601983, 398160, True, 1.5119122965641953)
(602046, 200664, True, 3.0002691065662)
(602088, 200688, True, 3.000119588615164)
(602910, 120960, True, 4.984375)
(603369, 369360, True, 1.6335526315789475)
(608922, 202968, True, 3.0000886839304717)
(609714, 174096, True, 3.5021712158808933)
(610896, 168960, True, 3.615625)
(612846, 186624, True, 3.2838541666666665)
(614376, 164736, True, 3.729458041958042)
(615409, 594160, True, 1.035763094116063)
(616410, 164160, True, 3.754934210526316)
(618150, 151680, True, 4.0753560126582276)
(618786, 176688, True, 3.5021393643031784)
(619740, 149760, True, 4.138221153846154)
(620235, 256320, True, 2.4197682584269664)
(620892, 206928, True, 3.0005219206680587)
(622935, 326592, True, 1.9073798500881833)
(624903, 392064, True, 1.5938800808031341)
(625041, 405216, True, 1.5424884506041223)
(625316, 312656, True, 2.000012793613428)
(628902, 209628, True, 3.000085866391894)
(629064, 209664, True, 3.0003434065934065)
(629406, 206496, True, 3.0480299860529985)
(631032, 210336, True, 3.000114103149247)
(632516, 316256, True, 2.0000126479813822)
(632518, 316258, True, 2.0000063239506987)
(640170, 170640, True, 3.7515822784810124)
(641340, 146304, True, 4.383612204724409)
(645027, 427560, True, 1.5086233511086162)
(646071, 416760, True, 1.5502231500143968)
(650343, 433560, True, 1.5000069194575145)
(651798, 185976, True, 3.504742547425474)
(652318, 326158, True, 2.0000061319973756)
(653043, 435360, True, 1.5000068908489526)
(653902, 326950, True, 2.000006117143294)
(654231, 436152, True, 1.500006878335993)
(657205, 525760, True, 1.250009510042605)
(659943, 439956, True, 1.5000204565911137)
(661579, 659176, True, 1.0036454603929754)
(674253, 425736, True, 1.583734990698461)
(674521, 645172, True, 1.0454901948627653)
(681120, 161280, True, 4.223214285714286)
(681993, 399168, True, 1.7085362554112553)
(689922, 229968, True, 3.0000782717595493)
(690816, 196608, True, 3.513671875)
(693072, 230976, True, 3.0006234413965087)
(700362, 207360, True, 3.377517361111111)
(704232, 234720, True, 3.0003067484662576)
(706449, 470964, True, 1.500006369913624)
(690816, 196608, True, 3.513671875)
(693072, 230976, True, 3.0006234413965087)
(700362, 207360, True, 3.377517361111111)
(704232, 234720, True, 3.0003067484662576)
(706449, 470964, True, 1.500006369913624)
(708865, 567088, True, 1.2500088169737325)
(712800, 172800, True, 4.125)
(720783, 387072, True, 1.8621419270833333)
(724371, 477312, True, 1.5176048370876911)
(725238, 235872, True, 3.074710012210012)
(725632, 362752, True, 2.0003528581510235)
(726033, 376320, True, 1.929296875)
(732031, 730312, True, 1.0023537885177842)
(734101, 731104, True, 1.0040992799929969)
(734607, 473760, True, 1.550588905775076)
(736297, 727936, True, 1.0114858998593284)
(736365, 336576, True, 2.18781196520251)
(736452, 245376, True, 3.0013204225352115)
(740421, 447120, True, 1.6559782608695652)
(742488, 247488, True, 3.0000969743987587)
(742689, 482976, True, 1.537734794275492)
(746539, 739456, True, 1.0095786632335122)
(747621, 427176, True, 1.7501474801955166)
(747810, 170784, True, 4.3786888701517706)
(749682, 249876, True, 3.000216107189166)
(749922, 249972, True, 3.000024002688301)
(756702, 250776, True, 3.0174418604651163)
(761502, 217560, True, 3.50019305019305)
(763902, 239760, True, 3.186111111111111)
(764952, 254976, True, 3.000094126506024)
(765234, 247536, True, 3.091404886561955)
(768420, 204768, True, 3.7526371308016877)
(778669, 776896, True, 1.0022821587445423)
(779281, 771892, True, 1.0095725826929156)
(780109, 709180, True, 1.100015510871711)
(781200, 172800, True, 4.520833333333333)
(782100, 187200, True, 4.177884615384615)
(782406, 260784, True, 3.0002070679182773)
(783169, 781396, True, 1.0022690159662961)
(783522, 235872, True, 3.3218101343101343)
(802476, 267480, True, 3.000134589502019)
(806487, 488760, True, 1.6500675178001474)
(806511, 511680, True, 1.576201923076923)
(812348, 381248, True, 2.130760030216552)
(813204, 231840, True, 3.507608695652174)
(818053, 813580, True, 1.0054979227611298)
(820248, 228480, True, 3.5900210084033612)
(820644, 248640, True, 3.300530888030888)
(820674, 270648, True, 3.0322559191274276)
(821537, 785312, True, 1.0461281630740393)
(821880, 218880, True, 3.754934210526316)
(823452, 235248, True, 3.5003570699857174)
(825003, 532080, True, 1.5505243572395129)
(830722, 382720, True, 2.170573787625418)
(833782, 387328, True, 2.1526509831460676)
(840528, 258048, True, 3.2572544642857144)
(840861, 480168, True, 1.7511808367071524)
(842104, 421048, True, 2.000019000209002)
(842389, 838924, True, 1.0041302907057135)
(843642, 264384, True, 3.1909722222222223)
(847692, 274896, True, 3.0836825563122052)
(848043, 483840, True, 1.752734375)
(848833, 834388, True, 1.017312089819125)
(852091, 801952, True, 1.062521198276206)
(857244, 285744, True, 3.000041995632454)
(857628, 285768, True, 3.0011337868480727)
(858276, 285768, True, 3.003401360544218)
(865479, 576984, True, 1.500005199450938)
(865782, 288576, True, 3.000187125748503)
(866527, 862576, True, 1.004580465953145)
(869751, 579816, True, 1.5000465664969576)
(869965, 695968, True, 1.2500071842383558)
(871290, 198720, True, 4.384510869565218)
(872304, 273408, True, 3.1904845505617976)
(874782, 278784, True, 3.137848657024793)
(880567, 878560, True, 1.0022844199599343)
(892581, 588192, True, 1.5174993879549534)
(895722, 298572, True, 3.0000200956553194)
(895761, 597168, True, 1.5000150711357607)
(896022, 298620, True, 3.000542495479204)
(899424, 298944, True, 3.008670520231214)
(899982, 299988, True, 3.000060002400096)
(904032, 290304, True, 3.1140873015873014)
(906543, 549360, True, 1.6501802096985583)
(920262, 262920, True, 3.5001597444089456)
(924075, 479520, True, 1.9270833333333333)
(924930, 239904, True, 3.8554171668667467)
(928638, 298368, True, 3.1123914092664093)
(932085, 385920, True, 2.4152285447761193)
(933020, 339200, True, 2.7506485849056603)
(940212, 241920, True, 3.886458333333333)
(940417, 917440, True, 1.0250446895709802)
(942186, 269184, True, 3.5001560271041368)
(952230, 253920, True, 3.750118147448015)
(957248, 478592, True, 2.000133725595079)
(957312, 317952, True, 3.010869565217391)
(959607, 579960, True, 1.654608938547486)
(964395, 495936, True, 1.9445956736353078)
(966370, 376960, True, 2.5635876485568763)
(966753, 639576, True, 1.5115529663402003)
(972678, 277896, True, 3.500151135676656)
(974667, 649776, True, 1.5000046169756962)
(976384, 487936, True, 2.0010493179433366)
(976482, 297648, True, 3.2806603773584904)
(982566, 269568, True, 3.6449652777777777)
(984370, 390784, True, 2.5189618817556503)
(989802, 299880, True, 3.3006602641056424)
(992416, 496192, True, 2.0000644911647103)
